Gene names,riBAQ 17,riBAQ 18,riBAQ 35,riBAQ 36,riBAQ 19,riBAQ 20,riBAQ 21,riBAQ 22,riBAQ 23,riBAQ 37,riBAQ 38,riBAQ 39,riBAQ 40,riBAQ 41,riBAQ 24,riBAQ 25,riBAQ 26,riBAQ 42,riBAQ 43
INPP5A,0.000182334,0.000121285,0.000112334,9.13E-05,0.000139619,8.58E-05,9.16E-05,7.54E-05,0.000135478,0.000103372,0.000123172,0.00011355,8.18E-05,0.000106025,0.00010208,8.68E-05,4.65E-05,4.93E-05,8.08E-05
IPO5,5.53E-05,8.86E-05,0.000103785,8.87E-05,7.41E-05,8.08E-05,8.38E-05,8.28E-05,7.36E-05,0.000102568,9.44E-05,5.83E-05,4.00E-05,8.45E-05,5.70E-05,5.35E-05,6.41E-05,6.73E-05,6.56E-05
IPO7,1.24E-05,2.35E-05,2.30E-05,2.18E-05,1.69E-05,7.06E-05,2.42E-05,2.19E-05,2.05E-05,2.04E-05,2.51E-05,1.29E-05,1.30E-05,1.96E-05,1.60E-05,2.63E-05,2.61E-05,1.98E-05,2.30E-05
IQGAP1,6.70E-06,3.84E-06,0,0,1.16E-05,1.29E-05,1.06E-05,1.19E-05,7.78E-06,1.39E-05,9.53E-06,9.26E-06,7.90E-06,0,1.92E-05,2.11E-05,1.59E-05,4.11E-05,2.39E-05
IQSEC1,0,1.42E-05,1.30E-05,1.33E-05,9.82E-06,5.09E-06,8.50E-06,4.85E-06,6.56E-06,1.20E-05,1.17E-05,0,0,7.57E-06,0,0,0,0,0
IRGQ,1.22E-05,2.39E-05,3.13E-05,2.12E-05,7.17E-06,1.73E-05,1.38E-05,2.89E-05,1.73E-05,0,2.06E-05,0,1.32E-05,2.81E-05,0,0,0,0,0
IST1,0.000187275,0.000197062,0.000212282,0.000264241,0.000163675,0.000170452,0.000166704,0.000229097,0.00021599,0.000182753,0.00022023,0.000162119,0.000145032,0.000160964,0.000134021,0.000107087,0.000161539,0.000157832,0.000104822
ISYNA1,1.88E-05,1.28E-05,1.54E-05,1.78E-05,1.87E-05,0,1.90E-05,2.15E-05,0,1.88E-05,7.14E-06,2.31E-05,1.45E-05,1.52E-05,3.08E-05,3.86E-05,3.04E-05,3.45E-05,4.70E-05
ITFG1,2.99E-05,3.15E-05,2.56E-05,3.97E-05,4.18E-05,4.25E-05,0,0,0,2.67E-05,0,2.50E-05,1.75E-05,2.54E-05,0,2.71E-05,2.34E-05,0,3.70E-05
ITFG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97E-05,1.22E-05,1.78E-05,1.98E-05
ITGA1,2.36E-05,0,0,0,1.11E-05,1.44E-05,1.65E-05,6.67E-06,2.91E-05,2.08E-05,7.60E-06,3.87E-05,3.04E-05,8.36E-06,4.42E-05,5.16E-05,2.90E-05,2.57E-05,5.29E-05
ITGA2,9.73E-06,0,0,0,1.67E-05,3.38E-05,1.60E-05,2.81E-05,2.75E-05,8.17E-06,4.49E-05,3.40E-05,2.16E-05,2.00E-05,5.38E-05,0.00014635,0.000199005,0.00014825,0.000150232
ITGA3,0,0,0,0,1.86E-05,0,0,0,7.51E-06,1.18E-05,0,0,9.31E-06,0,2.85E-05,4.30E-05,5.68E-05,5.60E-05,4.57E-05
ITGA5,0,0,0,0,0,0,0,0,0,1.42E-05,0,0,0,0,2.49E-05,2.27E-05,1.22E-05,2.63E-05,1.99E-05
ITGA6,2.82E-05,1.85E-05,1.67E-05,1.73E-05,2.79E-05,2.24E-05,4.54E-05,3.02E-05,4.59E-05,2.83E-05,2.96E-05,3.03E-05,3.68E-05,2.75E-05,5.47E-05,8.77E-05,0.000127892,6.76E-05,8.03E-05
ITGA7,4.17E-05,3.22E-05,1.81E-05,1.96E-05,7.12E-05,4.31E-05,0.00012847,5.06E-05,7.62E-05,6.10E-05,4.23E-05,7.99E-05,6.17E-05,6.71E-05,0.000124302,0.000177578,0.000263723,0.000225664,0.000187032
ITGAM,1.17E-05,2.52E-05,1.42E-05,1.47E-05,2.78E-05,3.63E-05,3.69E-05,4.85E-05,2.17E-05,3.07E-05,3.48E-05,1.54E-05,1.61E-05,2.25E-05,5.16E-05,6.36E-05,6.56E-05,6.66E-05,4.93E-05
ITGAV,0.000136307,0.00013173,0.000133245,0.000130597,0.000125911,0.000138213,0.000173247,0.000111527,0.00011637,0.00015438,0.000143986,0.000147736,0.000122323,0.000109204,0.000178137,0.000183457,0.000241652,0.000167903,0.000235694
ITGAX,0,0,0,0,2.09E-05,1.69E-05,9.27E-06,2.31E-05,1.44E-05,6.15E-06,5.86E-06,3.98E-06,1.04E-05,9.43E-06,3.77E-05,2.39E-05,4.74E-05,2.51E-05,1.72E-05
ITGB1,0.000235021,0.000130659,0.00010851,0.000142831,0.000317454,0.00020198,0.000352829,0.000237669,0.000336547,0.000301202,0.000259746,0.000413976,0.000286614,0.000238297,0.000554507,0.000952831,0.000972386,0.00086995,0.00080196
ITGB2,4.77E-05,7.34E-05,5.30E-05,5.71E-05,0.000101191,0.000117583,9.52E-05,0.000126124,9.10E-05,9.79E-05,9.78E-05,8.23E-05,7.50E-05,9.11E-05,0.000168746,0.000192418,0.000254878,0.000256414,0.000142525
ITGB3,0,0,0,0,0,0,1.08E-05,0,0,0,0,0,0,0,2.14E-05,1.63E-05,0,3.22E-05,9.24E-06
ITGB4,1.76E-05,2.07E-05,7.26E-06,0,2.03E-05,1.63E-05,2.92E-05,2.24E-05,3.57E-05,2.34E-05,2.29E-05,1.52E-05,2.02E-05,1.50E-05,3.28E-05,6.48E-05,0.000103803,5.59E-05,6.09E-05
ITGB5,1.64E-05,0,0,0,1.38E-05,0,0,0,0,0,1.22E-05,1.13E-05,0,0,3.66E-05,3.75E-05,5.39E-05,3.02E-05,3.91E-05
ITGB8,5.09E-05,9.48E-05,8.64E-05,7.60E-05,7.13E-05,6.60E-05,0.000125565,8.23E-05,5.15E-05,0.000107511,9.01E-05,9.47E-05,7.59E-05,6.56E-05,7.42E-05,8.14E-05,0.00010384,0.000135548,0.000103289
ITPKB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79E-06,8.07E-06,4.64E-06,7.45E-06
ITPR2,0,0,0,0,0,8.43E-06,0,0,0,0,0,0,0,0,0,3.86E-06,7.72E-06,1.81E-05,4.14E-06
JAM2,8.14E-05,7.22E-05,0.000159508,6.04E-05,6.23E-05,0.000109352,4.63E-05,6.42E-05,7.24E-05,8.44E-05,8.13E-05,0.000103026,5.76E-05,5.34E-05,7.51E-05,0.000122396,0.000180214,0.000206062,0.000180914
JAM3,7.18E-05,5.75E-05,2.76E-05,3.57E-05,5.60E-05,9.90E-05,9.04E-05,0.000119384,8.83E-05,7.35E-05,6.13E-05,9.13E-05,0.000147005,7.22E-05,0.000112567,0.000100352,0.000120583,9.18E-05,0.000113126
JUP,3.18E-05,0.000121183,7.20E-05,6.34E-05,8.28E-05,0.000124896,0.000146978,0,2.38E-05,4.74E-05,3.33E-05,0.000304883,0.00014781,0.000223605,2.82E-05,4.07E-05,6.38E-05,0.000145007,0.000242496
KARS,0,0,1.03E-05,6.10E-06,0,1.73E-05,1.37E-05,0,0,0,1.01E-05,0,1.02E-05,0,1.62E-05,2.16E-05,1.56E-05,2.22E-05,3.05E-05
KBTBD11,0.000114735,0.000137819,0.000130475,0.000150575,0.000109712,9.65E-05,0.000122346,0.000136494,0.000105695,0.000130293,0.000151966,0.000129198,0.000138584,0.000117634,0.000110053,0.000141115,0.000120508,0.000104557,0.000117344
KCNA1,1.12E-05,1.34E-05,1.31E-05,0,0,0,0,0,0,8.93E-06,1.55E-05,0,7.72E-06,0,9.67E-06,0,0,0,0
KCNA2,8.79E-05,9.88E-05,9.13E-05,5.56E-05,4.94E-05,7.30E-05,5.77E-05,6.57E-05,7.03E-05,9.84E-05,0.000112564,5.28E-05,5.03E-05,3.40E-05,7.26E-05,3.54E-05,3.28E-05,0,1.62E-05
KCNAB2,0.000227799,0.000237143,0.000199291,0.000183639,0.000160295,0.000164463,0.000167825,0.000148717,0.000186907,0.000219825,0.000259358,0.000114414,0.000138476,9.74E-05,0.000117895,0.000115492,9.16E-05,0,7.59E-05
KCNMA1,1.36E-05,0,6.54E-06,7.34E-06,4.14E-06,0,0,1.00E-05,0,5.83E-06,5.28E-06,0,0,0,0,2.80E-06,0,0,0
KCNN3,0,0,0,0,1.54E-05,1.10E-05,0,2.65E-05,0,0,0,0,0,0,0,2.56E-05,2.56E-05,3.05E-05,2.86E-05
KCTD12,7.25E-05,8.58E-05,7.66E-05,8.83E-05,0.00015033,0.000100318,8.66E-05,0.000134055,0.000111678,0.000150835,9.02E-05,7.98E-05,0.00011597,9.20E-05,9.58E-05,0.000148316,8.09E-05,0.000147578,0.000143634
KCTD16,5.69E-05,0.000120798,0.000125129,0.000115282,8.20E-05,6.20E-05,4.86E-05,7.17E-05,5.93E-05,9.79E-05,9.72E-05,3.53E-05,3.55E-05,4.73E-05,0,0,0,0,0
KHDRBS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67E-05,4.27E-05,0,2.31E-05,2.99E-05
KHSRP,0,0,1.04E-05,7.24E-06,1.31E-05,0,0,0,1.55E-05,7.83E-06,8.81E-06,9.28E-06,2.05E-05,1.33E-05,1.64E-05,1.34E-05,9.49E-06,9.44E-06,1.50E-05
KIAA0513,8.52E-05,0.000224367,0.000245789,0.000296425,7.86E-05,0.000128659,6.76E-05,7.63E-05,7.22E-05,0.000139552,0.000117838,5.86E-05,1.56E-05,9.58E-05,0,0,0,0,1.52E-05
KIAA1045,4.69E-05,9.94E-05,0.000120733,0.000125381,4.24E-05,5.80E-05,1.69E-05,1.99E-05,2.69E-05,5.77E-05,7.89E-05,3.10E-05,2.99E-05,3.69E-05,1.17E-05,2.10E-05,1.36E-05,8.32E-05,2.34E-05
KIAA1107,0,3.28E-06,4.05E-06,3.22E-06,0,0,0,2.66E-06,0,0,3.01E-06,0,2.32E-06,0,0,0,0,0,0
KIAA1468,0,1.31E-05,1.32E-05,2.02E-05,0,0,0,0,0,8.46E-06,1.02E-05,0,0,0,0,0,0,0,0
KIAA1598,0,1.44E-05,1.51E-05,1.52E-05,6.80E-06,2.35E-05,0,1.13E-05,0,6.77E-06,1.07E-05,0,0,0,0,7.58E-06,6.91E-06,0,9.19E-06
KIF1A,4.18E-06,9.41E-06,1.03E-05,8.89E-06,5.19E-06,6.40E-06,0,3.17E-06,2.78E-06,7.31E-06,8.32E-06,0,0,4.97E-06,0,0,0,0,0
KIF21A,1.15E-05,2.25E-05,2.44E-05,2.81E-05,9.46E-06,1.05E-05,0,8.68E-06,8.86E-06,1.87E-05,1.57E-05,0,6.88E-06,6.87E-06,0,6.95E-06,4.66E-06,4.91E-06,5.17E-06
KIF2A,1.63E-05,3.85E-05,4.19E-05,5.67E-05,1.57E-05,2.47E-05,1.32E-05,1.54E-05,1.66E-05,2.77E-05,2.73E-05,8.87E-06,0,7.81E-06,0,6.99E-06,0,6.14E-06,7.27E-06
KIF5B,7.76E-06,2.37E-05,1.43E-05,1.45E-05,1.28E-05,1.96E-05,1.56E-05,1.74E-05,1.05E-05,1.50E-05,1.70E-05,6.24E-06,8.20E-06,1.10E-05,1.56E-05,1.39E-05,1.39E-05,2.39E-05,1.03E-05
KIF5C,4.04E-05,0.000103734,0.000144178,0.000116397,3.04E-05,5.13E-05,2.98E-05,4.68E-05,4.00E-05,6.41E-05,7.22E-05,2.16E-05,2.00E-05,4.24E-05,2.36E-05,1.88E-05,1.93E-05,1.44E-05,1.62E-05
KLC1,2.61E-05,7.96E-05,9.47E-05,9.05E-05,2.66E-05,7.32E-05,3.25E-05,4.02E-05,2.90E-05,5.97E-05,5.32E-05,2.47E-05,2.83E-05,3.37E-05,2.69E-05,2.67E-05,1.84E-05,3.11E-05,2.39E-05
KPNA4,1.28E-05,4.79E-05,3.28E-05,4.65E-05,2.01E-05,4.40E-05,2.70E-05,2.65E-05,1.61E-05,2.17E-05,4.01E-05,0,0,0,1.73E-05,0,3.37E-05,0,0
KPNB1,6.71E-05,0.000140807,0.000139883,0.000149911,9.07E-05,0.000129826,0.000123881,9.97E-05,8.13E-05,0.000114224,0.000127828,8.08E-05,7.01E-05,9.67E-05,0.000106877,0.000120858,0.000134629,0.000115889,0.000119999
KPRP,0,9.17E-05,5.79E-05,2.46E-05,2.30E-05,4.58E-05,9.01E-05,0,0,0,0,0.000158273,0.000111852,0.000153057,0,0,0,5.01E-05,0.000113901
KTN1,0,0,6.59E-06,2.88E-05,0,6.93E-06,0,4.83E-06,0,4.44E-06,5.57E-06,0,0,5.80E-06,2.02E-05,0,5.90E-06,1.13E-05,6.08E-06
L1CAM,7.76E-05,7.10E-05,8.03E-05,4.70E-05,0.000100061,0.000122762,0.000333748,4.98E-05,6.34E-05,9.18E-05,0.00010365,0.000113231,6.55E-05,7.72E-05,7.33E-05,3.34E-05,3.71E-05,3.99E-05,8.19E-05
LAMA2,1.47E-05,0,5.33E-06,2.57E-06,1.50E-05,8.78E-06,5.93E-05,5.80E-06,1.16E-05,1.78E-05,1.38E-05,2.94E-05,3.77E-05,1.14E-05,5.32E-05,1.80E-05,3.42E-05,3.34E-05,3.32E-05
LAMA4,0,0,0,0,0,0,5.74E-06,0,0,0,0,0,0,0,3.97E-06,3.05E-06,1.80E-06,5.09E-06,4.36E-06
LAMA5,1.48E-05,3.92E-06,0,0,1.25E-05,9.43E-06,3.18E-05,7.09E-06,1.52E-05,2.05E-05,1.09E-05,1.57E-05,1.88E-05,7.86E-06,2.87E-05,3.50E-05,3.22E-05,4.41E-05,6.46E-05
LAMB2,7.99E-05,2.90E-05,2.57E-05,1.30E-05,8.47E-05,5.44E-05,0.000199297,4.76E-05,8.82E-05,9.25E-05,6.25E-05,0.000102795,0.000145134,5.35E-05,0.000199257,0.000123836,0.000167333,0.00016893,0.000202301
LAMC1,7.01E-05,1.76E-05,2.19E-05,1.19E-05,7.00E-05,4.18E-05,0.000179272,3.65E-05,7.47E-05,0.000111959,6.85E-05,0.000102707,0.00014035,4.70E-05,0.00016648,9.58E-05,0.00013594,0.00016655,0.000198708
LAMP1,0.000159564,8.86E-05,7.99E-05,6.52E-05,0.000177852,0.000321007,0.000246671,0.000160684,0.000218534,0.000167306,0.000129061,0.00022634,0.000119775,0.000153451,0.000464495,0.000713841,0.00042737,0.000366514,0.000626808
LAMP2,0.000121641,0,0,0,0.000205948,0.000273779,0.000223578,0.000227235,0.000208847,0.000131797,0.000135204,0.000184013,0.000149707,0.000122189,0.000277765,0.000547088,0.000362344,0.000267501,0.000574566
LAMTOR1,5.21E-05,0,4.77E-05,6.29E-05,0,6.34E-05,0,0,5.27E-05,7.23E-05,0,0,7.02E-05,0,0,9.24E-05,8.02E-05,8.40E-05,0.000103268
LANCL1,0.000749889,0.000672593,0.000615193,0.000561703,0.000876985,0.000533289,0.000544503,0.000516696,0.000605089,0.000668725,0.000704386,0.0006461,0.000575861,0.000527253,0.000434341,0.000378515,0.00026733,0.000262475,0.000399952
LANCL2,0.000147643,0.000201622,0.000189829,0.000233293,0.000190025,0.000100965,0.000145439,0.000127288,0.000105435,0.00017478,0.000166731,0.000104497,8.71E-05,0.000123554,8.51E-05,7.90E-05,6.65E-05,7.22E-05,8.25E-05
LAP3,0.000135563,0.000118861,8.34E-05,7.47E-05,0.000170107,0.00018081,0.000187303,0.000230676,0.000283642,0.000174857,0.00013179,0.000144139,0.000232215,0.000209797,0.00042108,0.000496493,0.000591194,0.000396347,0.000536754
LASP1,9.55E-05,0.000129184,0.000202389,0.000203696,0.000122602,9.08E-05,9.45E-05,0.000123169,0.000100684,0.000118489,9.49E-05,8.65E-05,7.64E-05,0.000122637,6.35E-05,4.86E-05,5.04E-05,6.85E-05,5.69E-05
LCMT1,0,2.13E-05,3.14E-05,4.45E-05,2.06E-05,0,0,0,0,2.57E-05,2.15E-05,0,1.24E-05,2.79E-05,0,0,0,0,0
LCP1,1.84E-05,1.34E-05,1.14E-05,1.02E-05,4.49E-05,2.60E-05,2.56E-05,4.87E-05,2.15E-05,3.38E-05,2.35E-05,2.59E-05,3.07E-05,2.49E-05,4.53E-05,4.01E-05,4.80E-05,4.86E-05,3.73E-05
LDHA,0.002984923,0.002147734,0.002407846,0.002377496,0.00213383,0.001993768,0.001846971,0.002371718,0.002513865,0.002360081,0.002083938,0.002163619,0.002052994,0.002670263,0.001912166,0.001197726,0.001561438,0.001060243,0.001090666
LDHB,0.006046598,0.004369838,0.004513533,0.005086874,0.004672524,0.004524409,0.004417676,0.005404158,0.00625212,0.004809537,0.004462358,0.005205204,0.005295484,0.005949688,0.005224654,0.003948262,0.004155719,0.003325917,0.003944764
LGALS1,0.00260052,0.003015841,0.002718282,0.00202468,0.002104575,0.003794326,0.00252759,0.002151192,0.002517011,0.0029548,0.003037586,0.002919236,0.003285301,0.002267057,0.004795642,0.00722651,0.003257731,0.007437264,0.008277453
LGALS3,0.000232548,0.000225311,0.000187033,0.000358461,0.000272767,0.000277927,0.000346016,0.000230587,0.000195038,0.000283765,0.000191188,0.000306852,0.000199853,0.0002679,0.000663662,0.000433482,0.000800521,0.001047143,0.000992118
LGALS3BP,0.000108316,7.53E-05,4.19E-05,2.46E-05,7.80E-05,0.000167721,0.000339488,0.000140671,0.000178397,0.000212662,0.000165717,0.000179033,0.000203924,0.000176258,0.000368325,0.000158604,0.000242121,0.000120852,0.000207527
LGALSL,0.00051702,0.000506331,0.000502124,0.000571745,0.000477114,0.000453344,0.000361534,0.000471608,0.000468885,0.000484504,0.000564598,0.000407809,0.000362267,0.000485336,0.000243373,0.000120775,0.000141805,7.02E-05,0.000153929
LGI1,1.65E-05,1.73E-05,0,9.47E-06,0,2.31E-05,2.86E-05,1.29E-05,0,9.91E-06,0,0,0,0,0,9.91E-06,9.56E-06,0,1.34E-05
LHPP,0.000178634,0.000164559,0.000129688,0.000114933,0.000237501,0.000162065,0.000240424,0.000265766,0.000249575,0.000176025,0.000189868,0.000203944,0.000612639,0.000176661,0.000380721,0.000496685,0.00035194,0.000591732,0.000574951
LIMS1,0,0,0,1.59E-05,0,0,0,0,0,0,0,0,0,0,0,2.85E-05,2.77E-05,3.35E-05,2.27E-05
LIN7C,0.000120538,0.000169806,0.000106836,0.000132481,0.000139755,0.000148115,9.23E-05,0.000104856,0.000126089,0.000112418,9.88E-05,0.000167924,9.82E-05,8.90E-05,7.34E-05,0.000118004,0.000118152,0.000265524,0.000167242
LLGL1,3.55E-05,2.75E-05,1.78E-05,4.23E-05,3.11E-05,3.45E-05,7.30E-05,5.34E-05,2.10E-05,3.54E-05,2.99E-05,4.13E-05,3.91E-05,3.07E-05,3.70E-05,6.83E-05,4.86E-05,4.50E-05,4.80E-05
LMAN1,0,0,0,0,0,5.33E-05,0,0,0,0,0,0,0,0,2.78E-05,4.58E-05,5.16E-05,0.000130625,5.04E-05
LMAN2,0,0,0,0,0,7.09E-05,0,0,0,1.95E-05,0,0,0,0,3.59E-05,5.20E-05,4.48E-05,0.000153874,9.92E-05
LMNA,0,0,0,0,0,0,3.11E-05,7.98E-06,1.16E-05,0,1.13E-05,2.34E-05,3.31E-05,1.30E-05,2.20E-05,2.25E-05,2.45E-05,3.09E-05,2.71E-05
LNPEP,0,0,4.42E-06,0,6.43E-06,1.72E-05,8.44E-06,4.40E-06,0,7.35E-06,4.68E-06,0,0,0,1.22E-05,1.94E-05,1.26E-05,1.12E-05,2.34E-05
LRP1,1.26E-05,9.68E-06,8.54E-06,8.15E-06,1.83E-05,3.99E-05,2.40E-05,1.10E-05,1.54E-05,1.85E-05,1.59E-05,1.23E-05,6.50E-06,7.75E-06,5.42E-05,9.08E-05,5.21E-05,8.84E-05,0.000120285
LRPAP1,0,0,0,0,0,4.96E-05,0,0,1.93E-05,2.89E-05,1.36E-05,0,0,0,2.90E-05,6.10E-05,5.60E-05,0.0001673,8.30E-05
LRRC16A,9.21E-06,6.62E-06,1.15E-05,1.26E-05,5.04E-06,0,5.89E-06,6.40E-06,0,0,0,0,0,3.79E-06,0,0,0,0,2.72E-06
LRRC40,0,1.45E-05,1.29E-05,1.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11E-06
LRRC47,1.16E-05,2.40E-05,3.58E-05,3.66E-05,1.21E-05,2.01E-05,2.44E-05,1.70E-05,1.20E-05,2.40E-05,2.49E-05,0,0,1.83E-05,0,1.63E-05,1.16E-05,1.62E-05,1.40E-05
LRRC57,0.000295551,0.000274158,0.000257105,0.000399819,0.000321696,0.000166582,0.000219403,0.000228136,0.000281885,0.000284141,0.0002239,0.000185947,0.000152273,0.000261425,0.000200438,0.000157599,0.00012126,0.000165675,0.000163357
LRRC8A,3.46E-05,3.47E-05,3.20E-05,2.55E-05,2.50E-05,3.65E-05,4.05E-05,3.84E-05,3.09E-05,3.09E-05,5.02E-05,3.56E-05,1.83E-05,1.77E-05,4.10E-05,2.94E-05,4.34E-05,3.38E-05,3.89E-05
LRSAM1,7.12E-06,1.71E-05,9.70E-06,1.28E-05,0,0,0,0,7.94E-06,8.04E-06,9.95E-06,0,0,0,0,0,0,0,0
LSAMP,0.000314178,0.000218458,0.000211415,0.000116723,0.000185948,0.000425259,0.000609896,0.000169723,0.000237675,0.000173913,0.000269843,0.000454741,0.000387775,0.000342334,0.000338843,0.000457391,0.000336835,0.000273296,0.0006368
LTA4H,7.11E-05,5.31E-05,7.07E-05,6.81E-05,9.13E-05,6.31E-05,6.39E-05,8.43E-05,8.63E-05,7.51E-05,7.49E-05,7.40E-05,5.63E-05,7.08E-05,9.21E-05,8.85E-05,8.69E-05,6.89E-05,7.93E-05
LTF,0,0,1.40E-05,0,0,0,1.15E-05,0,0,0,0,3.07E-05,2.25E-05,0,0,8.68E-05,0,4.68E-05,2.94E-05
LY6H,0.00108759,0.001326302,0.002131861,0.002335145,0.0035275,0.001732622,0.003281856,0.002208827,0.001434131,0.00140354,0.00119851,0.002239787,0.001286594,0.003028651,0.001364444,0.001504579,0.001101904,0.001078549,0.001937893
LYN,3.33E-05,5.26E-05,5.00E-05,5.20E-05,0,0,0,0,0,2.63E-05,0,0,0,0,3.13E-05,0,2.22E-05,3.66E-05,1.79E-05
LYZ,0,0,0.000347561,0.000210314,8.29E-05,0,0,0,0,0.000300095,0,0.000869586,0.000385884,0.00046575,0,0,0,0.000356332,0.000236232
LZTFL1,0,3.82E-05,5.39E-05,5.12E-05,1.37E-05,4.38E-05,0,1.60E-05,0,4.40E-05,5.09E-05,0,0,3.62E-05,0,0,0,2.18E-05,0
M6PR,0,0,6.37E-05,6.00E-05,5.07E-05,0.000118358,7.53E-05,5.74E-05,4.52E-05,6.94E-05,5.95E-05,3.93E-05,0,3.51E-05,7.30E-05,9.17E-05,7.22E-05,0.000133949,0.000116354
MACF1,5.85E-06,8.27E-06,7.59E-06,8.36E-06,4.88E-06,5.77E-06,5.54E-06,5.84E-06,3.65E-06,8.50E-06,6.94E-06,5.25E-06,8.96E-06,3.08E-06,6.11E-06,4.50E-06,5.11E-06,4.13E-06,7.19E-06
MACROD2,0,1.38E-05,2.81E-05,3.34E-05,2.43E-05,0,0,0,0,2.43E-05,1.79E-05,0,0,1.63E-05,0,0,0,0,0
MADD,0,9.01E-06,6.28E-06,5.24E-06,0,0,0,0,0,4.15E-06,3.75E-06,0,0,0,0,0,0,0,0
MAG,4.18E-05,2.89E-05,1.53E-05,0,0,5.20E-05,6.59E-05,3.50E-05,4.80E-05,2.47E-05,7.00E-05,6.21E-05,0.000134073,4.01E-05,0.000184634,0.000279832,0.000140374,0,8.92E-05
MAGI2,4.45E-06,5.44E-06,7.26E-06,8.41E-06,2.59E-06,0,0,3.95E-06,0,0,4.97E-06,6.25E-06,6.79E-06,2.47E-06,0,0,0,0,0
MANF,0,0,0,0,5.53E-05,9.63E-05,0,6.50E-05,0,0,0,0,6.74E-05,0,6.88E-05,9.94E-05,9.72E-05,0.000275335,0.000137238
MAOA,1.62E-05,0,1.74E-05,0,0.000122833,0.000102865,0.000146542,5.23E-05,4.71E-05,6.90E-05,4.89E-05,3.64E-05,4.21E-05,4.53E-05,0.000138433,0.000175583,0.000199805,0.000129235,0.000178826
MAOB,0.00013241,7.62E-05,6.17E-05,6.43E-05,0.001338626,0.000896118,0.000476814,0.000406464,0.000584316,0.000216024,0.000181154,0.000168125,0.000195255,0.000173277,0.002093704,0.005266903,0.006315115,0.002811127,0.005450926
MAP1A,0.000121676,0.000206465,0.000180231,0.000159712,0.000138038,0.000181592,0.00016442,0.000255943,0.000168954,0.000194148,0.000219678,0.000143799,0.000205872,0.000194216,9.81E-05,4.54E-05,5.92E-05,4.27E-05,3.07E-05
MAP1B,0.000282575,0.000438785,0.000400198,0.000348505,0.000280248,0.000395766,0.000287428,0.000464099,0.000452325,0.000494778,0.000534763,0.000345303,0.000492872,0.00048275,0.000269267,0.000153331,0.000224875,0.000148977,0.000114719
MAP1S,0,2.31E-05,2.43E-05,1.85E-05,0,1.99E-05,0,0,0,1.32E-05,2.22E-05,0,0,0,0,0,0,0,0
MAP2,6.70E-05,0.000208801,0.000201119,0.000191899,0.00010807,0.000225427,0.000131468,0.000197249,0.000174237,0.000165252,0.000159287,0.000105588,0.000177072,0.000163818,6.52E-05,3.28E-05,3.45E-05,3.61E-05,3.89E-05
MAP2K1,0.000131795,0.000334296,0.000360782,0.000452353,0.00028933,0.00024733,0.000130362,0.000208788,0.000140278,0.000288714,0.000264464,9.38E-05,8.60E-05,0.000195954,6.85E-05,6.02E-05,6.29E-05,4.95E-05,6.43E-05
MAP2K2,0,3.07E-05,2.35E-05,2.41E-05,0,0,0,1.59E-05,0,0,0,0,0,0,0,2.42E-05,2.35E-05,0,0
MAP2K4,3.22E-05,4.83E-05,6.78E-05,3.78E-05,3.45E-05,3.52E-05,2.30E-05,0,0,2.84E-05,2.34E-05,0,0,3.39E-05,0,0,0,0,0
MAP4,1.52E-05,1.07E-05,1.28E-05,1.16E-05,1.92E-05,2.93E-05,1.88E-05,1.93E-05,2.69E-05,1.51E-05,1.75E-05,1.96E-05,2.41E-05,2.24E-05,2.42E-05,2.80E-05,2.91E-05,3.18E-05,2.84E-05
MAP6,0.000207384,0.000153871,0.000151971,0.000194809,0.0001369,8.36E-05,0.000122534,0.000166914,0.00018944,0.000163226,0.000120703,0.00011193,0.000143074,0.000164951,7.62E-05,3.00E-05,4.58E-05,2.48E-05,1.74E-05
MAPK1,0.000488038,0.000523415,0.000624701,0.001125478,0.001301036,0.000466939,0.000632064,0.000863084,0.000639314,0.000721681,0.000698255,0.000625803,0.000518865,0.000894283,0.000510849,0.00057987,0.000614528,0.000716497,0.000632476
MAPK10,0,2.46E-05,2.45E-05,2.75E-05,0,0,0,0,0,1.14E-05,1.61E-05,0,0,0,0,0,0,0,0
MAPK3,4.61E-05,6.63E-05,5.38E-05,9.71E-05,0.000141158,7.31E-05,8.48E-05,9.01E-05,8.18E-05,8.79E-05,6.73E-05,6.67E-05,5.15E-05,0.000115594,5.28E-05,5.42E-05,8.88E-05,7.70E-05,5.74E-05
MAPK8IP3,0,7.90E-06,4.46E-06,5.69E-06,0,0,0,0,0,4.93E-06,7.09E-06,0,0,0,0,0,0,0,0
MAPRE1,0.000108892,0.000148872,0.000145527,0.000163754,0.000112443,9.97E-05,0.000105259,0.00013437,9.21E-05,0.000131197,0.000146245,0.000116391,0.00015406,0.000128979,0.000103855,0.000124848,0.000137992,0.000184333,0.000122952
MAPRE2,0.00020704,0.000381659,0.000449159,0.000406513,0.000221008,0.0002409,0.00020443,0.00024397,0.000203244,0.000332608,0.000389482,0.000234206,0.000211242,0.000229371,0.000124771,0.000169582,0.000170227,0.000146577,0.000191009
